profile_id,strategy_id,strategy_name,score,why_useful
6f813e1c-3991-4553-b0a9-a187ee741d6b,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941378,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
6f813e1c-3991-4553-b0a9-a187ee741d6b,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999978991448277,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
d5578837-e291-4e2a-898f-728b95909004,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999981134464685,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
d5578837-e291-4e2a-898f-728b95909004,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999980945364791,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
d5578837-e291-4e2a-898f-728b95909004,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999971202891434,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
1732d399-94ad-4afc-bedb-d5d07c48d612,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999983938653318,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
1732d399-94ad-4afc-bedb-d5d07c48d612,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999977918618645,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
2df0c7d6-f032-4914-bb00-379c93d403f1,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999975521412255,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
e78cbb5a-5ab7-42d7-831e-113f81b0ba15,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999981994302731,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
e78cbb5a-5ab7-42d7-831e-113f81b0ba15,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999981131216595,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
e78cbb5a-5ab7-42d7-831e-113f81b0ba15,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999974060190463,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
7266c8a3-dc27-4ccf-b868-c11955196cad,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982053898017,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
4f2e1a51-36c7-4701-807a-0c0989790101,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999970892907356,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
dae1d1b7-c2ea-43c8-bc68-706497273b5b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999983940125817,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
dae1d1b7-c2ea-43c8-bc68-706497273b5b,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
5de5f6f7-12cc-45f8-874f-8370801fabd3,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984919355437,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
5de5f6f7-12cc-45f8-874f-8370801fabd3,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941378,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
5de5f6f7-12cc-45f8-874f-8370801fabd3,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979942708874,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
fe3aba50-a167-4ce0-83d1-f982fa7507e9,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982053897977,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
ef5dfb10-a941-4334-86f4-2c4c8319a053,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984102420938,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
ef5dfb10-a941-4334-86f4-2c4c8319a053,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044940887,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
ef5dfb10-a941-4334-86f4-2c4c8319a053,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979346773872,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
b13527ed-0621-42a0-bc8e-0e94bb178b6a,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999968783332773,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
5db91057-b81e-473f-a39c-74e85a49024e,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984975209147,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
5db91057-b81e-473f-a39c-74e85a49024e,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979003674275,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
e7210df2-235d-4a5d-af39-017b9f891e2a,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985016995958,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
e7210df2-235d-4a5d-af39-017b9f891e2a,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999981929027186,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
e7210df2-235d-4a5d-af39-017b9f891e2a,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999976413484887,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
7b59f53a-7913-4a48-8dea-3ddea97d3b6c,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.999998410485868,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
7b59f53a-7913-4a48-8dea-3ddea97d3b6c,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
7b59f53a-7913-4a48-8dea-3ddea97d3b6c,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999978890363264,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
089aff26-08c9-42ce-bf09-d473ddf366ca,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984680700911,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
089aff26-08c9-42ce-bf09-d473ddf366ca,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.9999982044941071,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
089aff26-08c9-42ce-bf09-d473ddf366ca,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979469724866,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
14ca9a98-2abf-48cc-8a9a-87c1c73fde69,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999983920799841,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
14ca9a98-2abf-48cc-8a9a-87c1c73fde69,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979212959971,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
88c15877-fdb8-4000-a745-47320e521327,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984930928733,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
88c15877-fdb8-4000-a745-47320e521327,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979524230967,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
6e1c18ac-e625-4f92-96a7-4f5d292d9125,S006_cashflow_stabilise_before_deductions,Cashflow Stabilisation Before Deduction Expansion,0.9999972977032094,"expected_tax_savings_lkr is set to 0 in current year; strategy improves feasibility and adoption probability for future tax-saving actions.
..."
dac170e7-682a-4cd3-907e-c793a6d27bea,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984919355717,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
dac170e7-682a-4cd3-907e-c793a6d27bea,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
dac170e7-682a-4cd3-907e-c793a6d27bea,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979749485851,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
77c0affb-2256-43ac-a93e-3079c5fce9ea,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
77c0affb-2256-43ac-a93e-3079c5fce9ea,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999981917375327,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
77c0affb-2256-43ac-a93e-3079c5fce9ea,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999977761281373,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
3c6d2882-4ceb-483c-ac89-00fa6d45254a,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999985110986699,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
3c6d2882-4ceb-483c-ac89-00fa6d45254a,S007_employment_withholding_reconciliation,APIT/Withholding Reconciliation Check,0.999998204494128,"compare expected annual tax from rules engine against declared annual withholding; estimate recoverable/refundable amount or top-up needed.
..."
3c6d2882-4ceb-483c-ac89-00fa6d45254a,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979003287979,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
cdbded87-ad2d-4a7c-8677-d1b959a19158,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999983197241955,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
cdbded87-ad2d-4a7c-8677-d1b959a19158,S002_retirement_contribution_topup,Retirement Contribution Top-up,0.9999979761282625,"deductible_cap = min(retirement_contribution_cap_annual, annual_income * retirement_contribution_cap_pct_of_income). savings = tax(annual_income) - tax(annual_income - additional_d..."
bfcd0b52-b557-4232-b738-a06068f1fd8b,S003_charity_optimisation,Charitable Donation Timing & Sizing,0.9999984975164334,"donation_deductible_cap = annual_income * charitable_donations_cap_pct_of_taxable. savings = tax(annual_income) - tax(annual_income - additional_eligible_donation).
..."
